iter	Passed	Remaining
823	1551	331
824	1553	329
825	1555	327
826	1556	325
827	1558	323
828	1560	321
829	1561	319
830	1563	317
831	1565	316
832	1567	314
833	1568	312
834	1570	310
835	1572	308
836	1574	306
837	1576	304
838	1577	302
839	1579	300
840	1581	299
841	1583	297
842	1585	295
843	1586	293
844	1588	291
845	1590	289
846	1591	287
847	1593	285
848	1595	283
849	1597	281
850	1599	279
851	1600	278
852	1602	276
853	1603	274
854	1605	272
855	1607	270
856	1609	268
857	1610	266
858	1612	264
859	1614	262
860	1616	260
861	1618	259
862	1619	257
863	1621	255
864	1623	253
865	1625	251
866	1627	249
867	1628	247
868	1630	245
869	1632	243
870	1634	242
871	1636	240
872	1637	238
873	1639	236
874	1641	234
875	1642	232
876	1644	230
877	1646	228
878	1647	226
879	1649	224
880	1651	223
881	1652	221
882	1654	219
883	1656	217
884	1657	215
885	1659	213
886	1661	211
887	1662	209
888	1664	207
889	1666	205
890	1667	203
891	1669	202
892	1670	200
893	1672	198
894	1673	196
895	1675	194
896	1676	192
897	1678	190
898	1680	188
899	1681	186
900	1683	184
901	1684	183
902	1686	181
903	1688	179
904	1689	177
905	1691	175
906	1692	173
907	1694	171
908	1695	169
909	1697	167
910	1698	165
911	1700	164
912	1701	162
913	1703	160
914	1705	158
915	1706	156
916	1708	154
917	1710	152
918	1711	150
919	1712	148
920	1714	147
921	1716	145
922	1718	143
923	1719	141
924	1721	139
925	1722	137
926	1724	135
927	1725	133
928	1727	131
929	1728	130
930	1729	128
931	1731	126
932	1732	124
933	1734	122
934	1735	120
935	1737	118
936	1738	116
937	1740	115
938	1741	113
939	1743	111
940	1744	109
941	1746	107
942	1747	105
943	1749	103
944	1750	101
945	1752	100
946	1753	98
947	1755	96
948	1757	94
949	1758	92
950	1760	90
951	1762	88
952	1764	86
953	1765	85
954	1767	83
955	1769	81
956	1771	79
957	1773	77
958	1775	75
959	1777	74
960	1779	72
961	1780	70
962	1782	68
963	1784	66
964	1786	64
965	1788	62
966	1789	61
967	1791	59
968	1793	57
969	1795	55
970	1798	53
971	1799	51
972	1801	49
973	1803	48
974	1804	46
975	1806	44
976	1808	42
977	1810	40
978	1811	38
979	1813	37
980	1815	35
981	1817	33
982	1819	31
983	1820	29
984	1822	27
985	1824	25
986	1826	24
987	1828	22
988	1830	20
989	1831	18
990	1833	16
991	1835	14
992	1837	12
993	1839	11
994	1840	9
995	1842	7
996	1844	5
997	1846	3
998	1848	1
999	1850	0
