0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.044596284915876326,1.9229651841091193,-0.020117959485096818,0.02218097141519349,0.0001038206532081144,-0.012569594752928544,0.04354669162405139,0.029936115079676168,0.04627927194203262,-0.47670063556926395,2.959641249220749e-05,-0.09902398305342634,0.014202993073561885,6.016039108784417,0.7322724273059297,0.34053229911390487,-0.8804813632853344,-0.48937403104177424,2.271957047545755,2.271957047545757,0.44089372407122596,-0.48937403104177146,-0.48937403104177146,-0.8840207967596921,-0.8840207967596969
143.25878736200772,,,,,,,,,,,,,,,,,,,,,,,,
