0,1,2,3,4,5,6,7
0.0722344620378703,0.16629996483359877,-0.18817063945272694,0.06717599750974551,0.719021835446455,0.04244626825254699,0.07327249781695848,-0.12243254926301124
10.776166025878178,,,,,,,
