0,1,2,3,4,5,6,7,8,9
-0.9845266895852014,0.3700532182332164,0.7769237754285054,3.6929250849313515,0.2385781163327622,-0.1983318839117571,-0.12060733992042008,-0.19935040508428276,-0.12353316896616408,-2.7772916209616816
13.129007624619966,,,,,,,,,
