0,1,2,3,4,5,6,7
-0.5292211634740779,-0.48276560204857755,0.10523729646269199,-0.02576377180007275,-3.099324552622547,1.7328474820114075,1.112700122132861,0.04247477780017155
0.415840274656083,,,,,,,
