0,1,2,3,4,5,6,7
-42395.1014700748,-42718.7639034673,1096.6507592365233,-0.23861776095509413,-50.837302399733744,161.00540697183078,37985.897983755145,-736.5593537617025
-3525020.407514612,,,,,,,
