0,1,2,3,4,5,6,7
-41837.39883257541,-42042.472565295415,1116.8752433887487,-1.9308989913479309,-42.89301071979207,149.6927379544377,38240.30841305513,121.70067253784273
-3486172.8840883006,,,,,,,
