0,1,2,3,4,5,6,7,8,9
-1.014036289978551,0.37394127568704794,0.7644512479364775,3.7288407549561566,0.24966295692638643,-0.19810675382018494,-0.11868167462856162,-0.1960215138160208,-0.12222655906860178,-2.7759385132582244
13.120818185637296,,,,,,,,,
