0,1,2,3,4,5,6,7
0.5053276508315437,0.49707331096002033,10364851459.28981,0.0004396784399212401,-0.000871721873425717,-0.00015257408618851923,0.006299842256015721,-263267227065.87506
-0.11002180687870222,,,,,,,
