0,1,2,3,4,5,6,7
0.0002392298352976455,0.4106411525802544,0.566337841688891,-3.2236003491559195e-06,1.1393421007741467,-0.10540301622055406,0.7561824524681628,0.4951920010197802
-826.7459506106532,,,,,,,
