0,1,2,3,4,5,6,7
0.0004760484595891121,0.5062974371681442,0.495682851646658,0.0027016722572157925,0.0007573483613917721,-0.0011578674115738097,-0.00012521990681841136,0.00010636504949695425
-0.1235255304788474,,,,,,,
